# Amplitude, Wavelength
7.673776244731251950e+01,4.051235123512351493e+02
-1.032223119565793183e+02,4.051254125412541498e+02
4.256425818505465486e+02,4.051273127312731503e+02
-6.247445787863857731e+02,4.051292129212921509e+02
-3.481803224717968419e+02,4.051311131113111514e+02
5.375363660270587616e+02,4.051330133013301520e+02
-3.272804919579726857e+02,4.051349134913491525e+02
4.582810244499914347e+02,4.051368136813681531e+02
2.874478066932118736e+01,4.051387138713871536e+02
3.000307926489742982e+01,4.051406140614061542e+02
-8.188559137281126254e+01,4.051425142514251547e+02
1.705169045134739747e+01,4.051444144414441553e+02
-4.396434212247144160e+02,4.051463146314631558e+02
3.243384951593714618e+02,4.051482148214821564e+02
-4.315375749090857767e+02,4.051501150115011569e+02
-2.110489945090516883e+01,4.051520152015201575e+02
-5.653956116559484144e+02,4.051539153915391580e+02
-5.882418366716496649e+01,4.051558155815581586e+02
8.318007215351258310e+01,4.051577157715771591e+02
-2.551140257670674885e+02,4.051596159615961597e+02
-1.028343358884425385e+02,4.051615161516151602e+02
5.344502990130836224e+02,4.051634163416341607e+02
-3.279508222159445836e+02,4.051653165316531613e+02
1.488900781829864286e+02,4.051672167216721618e+02
2.678926515615815447e+02,4.051691169116911624e+02
1.916721289988265653e+02,4.051710171017101629e+02
2.759742725719369787e+02,4.051729172917291635e+02
-7.099897766355471163e+01,4.051748174817481640e+02
2.741792560127883576e+02,4.051767176717671646e+02
1.711690584530944648e+02,4.051786178617861651e+02
2.000878039747621813e+02,4.051805180518051657e+02
6.088093624717610197e+01,4.051824182418241662e+02
2.211639030553100156e+02,4.051843184318431668e+02
-4.017135893776214743e+02,4.051862186218621673e+02
-9.621450153583649012e+01,4.051881188118811679e+02
1.119774268564159740e+02,4.051900190019001684e+02
3.728214545485921008e+02,4.051919191919191690e+02
1.666032697156286417e+02,4.051938193819381695e+02
-2.558829745022192412e+02,4.051957195719571700e+02
-1.764649343724222419e+01,4.051976197619761706e+02
3.457643488882938243e+01,4.051995199519951711e+02
1.737623650207000026e+02,4.052014201420142285e+02
-1.129267937787438711e+02,4.052033203320332291e+02
-3.268872369778454186e+02,4.052052205220522296e+02
-3.810005114790955645e+02,4.052071207120712302e+02
3.674430148153392395e+01,4.052090209020902307e+02
-1.820927097666084649e+02,4.052109210921092313e+02
-3.216575418977251388e+02,4.052128212821282318e+02
5.197016607429748092e+02,4.052147214721472324e+02
-1.083960543324898538e+02,4.052166216621662329e+02
1.854391412154698457e+02,4.052185218521852335e+02
-4.762026881166470957e+02,4.052204220422042340e+02
4.122930386884091263e+02,4.052223222322232346e+02
1.810010262453233452e+02,4.052242224222422351e+02
-7.771970758862441642e+01,4.052261226122612356e+02
3.916231208376198083e+02,4.052280228022802362e+02
-3.832362117202187619e+02,4.052299229922992367e+02
5.711251120426235275e+02,4.052318231823182373e+02
-1.164586036239632989e+02,4.052337233723372378e+02
4.731296211047430234e+02,4.052356235623562384e+02
4.641898521119205157e+02,4.052375237523752389e+02
-8.529109668212004181e+01,4.052394239423942395e+02
2.361096651942781932e+02,4.052413241324132400e+02
5.401774607519395204e+02,4.052432243224322406e+02
2.359450407550289697e+02,4.052451245124512411e+02
8.134604464532689860e+01,4.052470247024702417e+02
5.171585349525324915e+01,4.052489248924892422e+02
-1.032300408983204818e+02,4.052508250825082428e+02
-2.588745761989954417e+02,4.052527252725272433e+02
-2.074873427070841458e+01,4.052546254625462439e+02
-1.417070919012530261e+01,4.052565256525652444e+02
4.112637607777312354e+01,4.052584258425842449e+02
-2.047971756691650853e+02,4.052603260326032455e+02
5.052207800344559132e+02,4.052622262226222460e+02
-1.019263927666152227e+02,4.052641264126412466e+02
1.083734044393769835e+02,4.052660266026602471e+02
3.509573306858335968e+02,4.052679267926792477e+02
-3.761992572468374760e+02,4.052698269826982482e+02
-2.519581009304740178e+02,4.052717271727172488e+02
-5.576309046303695141e+02,4.052736273627362493e+02
3.964252691653053375e+02,4.052755275527552499e+02
2.201315885044942036e+02,4.052774277427742504e+02
5.040350642959718641e+01,4.052793279327932510e+02
-6.564411790246500686e+02,4.052812281228123084e+02
-4.744502383294557148e+02,4.052831283128313089e+02
-6.535226777414386561e+02,4.052850285028503095e+02
4.136238948011671255e+02,4.052869286928693100e+02
-2.258537507378353126e+01,4.052888288828883105e+02
4.115330973006558679e+01,4.052907290729073111e+02
-8.636910993993744512e+01,4.052926292629263116e+02
-1.475855146401801790e+02,4.052945294529453122e+02
1.303895062711491448e+02,4.052964296429643127e+02
1.599532738092263742e+02,4.052983298329833133e+02
-1.043376960602847419e+02,4.053002300230023138e+02
-6.775368223615113550e+01,4.053021302130213144e+02
2.049728869926011328e+02,4.053040304030403149e+02
-9.835921429835869034e+00,4.053059305930593155e+02
2.265982383611397495e+02,4.053078307830783160e+02
-2.784311012807882548e+02,4.053097309730973166e+02
8.588087028207358742e+01,4.053116311631163171e+02
-3.947424646486700226e+02,4.053135313531353177e+02
-4.730426599281456106e+02,4.053154315431543182e+02
1.791241384335097280e+02,4.053173317331733188e+02
3.663491427816217794e+01,4.053192319231923193e+02
-4.091083711678837886e+01,4.053211321132113198e+02
1.148441372210771334e+02,4.053230323032303204e+02
1.048644460674786103e+02,4.053249324932493209e+02
2.330664766561819761e+02,4.053268326832683215e+02
-1.645970126119133514e+00,4.053287328732873220e+02
2.762637014576359320e+02,4.053306330633063226e+02
-2.886314390708118083e+01,4.053325332533253231e+02
7.391975742312507869e+00,4.053344334433443237e+02
-1.446260117153532576e+02,4.053363336333633242e+02
-2.954691916768018700e+02,4.053382338233823248e+02
-9.620290704660781955e+01,4.053401340134013253e+02
2.925356913464368063e+02,4.053420342034203259e+02
3.377335186197368557e+02,4.053439343934393264e+02
-1.269699626819409986e+02,4.053458345834583270e+02
5.997736449274810866e+01,4.053477347734773275e+02
1.354155212601489495e+02,4.053496349634963281e+02
2.690122242382926174e+02,4.053515351535153286e+02
2.203357626233641327e+02,4.053534353435343291e+02
-7.618482220465105570e+01,4.053553355335533297e+02
3.964713886292033749e+02,4.053572357235723302e+02
1.601003076928451208e+02,4.053591359135913308e+02
4.016698997372081408e+02,4.053610361036103882e+02
-3.921911143078092437e+02,4.053629362936293887e+02
-2.660810674157024209e+02,4.053648364836483893e+02
3.452717965570094520e+02,4.053667366736673898e+02
-5.586411071936542072e+01,4.053686368636863904e+02
6.174820811341919580e+02,4.053705370537053909e+02
-3.418871177254182925e+01,4.053724372437243915e+02
-7.804836422033780252e+01,4.053743374337433920e+02
3.374656319431173870e+02,4.053762376237623926e+02
1.055815531439643138e+02,4.053781378137813931e+02
-1.224217333305399933e+02,4.053800380038003937e+02
1.142932767720136127e+02,4.053819381938193942e+02
-4.043603643280766278e+02,4.053838383838383947e+02
-1.265361767983437176e+02,4.053857385738573953e+02
2.906331821311563317e+02,4.053876387638763958e+02
-1.751511506991249689e+02,4.053895389538953964e+02
-1.406699030057508821e+02,4.053914391439143969e+02
6.312266296850512504e+01,4.053933393339333975e+02
4.887590119906598147e+02,4.053952395239523980e+02
4.124108421661852617e+02,4.053971397139713986e+02
1.441433698073505809e+02,4.053990399039903991e+02
-5.640254663405529527e+02,4.054009400940093997e+02
1.231757859926823073e+02,4.054028402840284002e+02
7.955599927871553234e+01,4.054047404740474008e+02
-6.804585503493643728e+02,4.054066406640664013e+02
1.743126396914310874e+02,4.054085408540854019e+02
2.609121881992159331e+01,4.054104410441044024e+02
5.717280645851569432e+01,4.054123412341234030e+02
-2.729557812991113792e+02,4.054142414241424035e+02
1.018224625478214662e+01,4.054161416141614040e+02
2.904741896775225740e+01,4.054180418041804046e+02
-1.265174290624799625e+01,4.054199419941994051e+02
-4.076269911236728944e+02,4.054218421842184057e+02
1.711209654756255816e+02,4.054237423742374062e+02
8.110190203664680553e+01,4.054256425642564068e+02
1.787685489332621671e+02,4.054275427542754073e+02
2.975869191278899706e+01,4.054294429442944079e+02
-4.859443346129122574e+02,4.054313431343134084e+02
-1.186917574342037511e+02,4.054332433243324090e+02
3.021212782919600954e+02,4.054351435143514095e+02
3.456130166726009065e+02,4.054370437043704101e+02
-8.141146425379616858e+01,4.054389438943894106e+02
-8.358163886136736664e+02,4.054408440844084680e+02
-2.365263459940780706e+02,4.054427442744274686e+02
-6.699439020131086409e+01,4.054446444644464691e+02
3.930222144141666263e+02,4.054465446544654696e+02
1.718669066276117121e+02,4.054484448444844702e+02
2.006265775537967500e+02,4.054503450345034707e+02
8.165004098067360871e+01,4.054522452245224713e+02
-1.313790637015835330e+02,4.054541454145414718e+02
2.620720209755660335e+02,4.054560456045604724e+02
-4.387216456520155816e+02,4.054579457945794729e+02
6.222256469376934547e+02,4.054598459845984735e+02
2.865608716386490187e+02,4.054617461746174740e+02
-6.053997852537935387e+02,4.054636463646364746e+02
3.932448066551025363e+02,4.054655465546554751e+02
-1.308807515929729277e+02,4.054674467446744757e+02
-4.084848391242655339e+02,4.054693469346934762e+02
-2.731134259609650599e+02,4.054712471247124768e+02
1.708964816181708670e+02,4.054731473147314773e+02
-4.983825545953022242e+02,4.054750475047504779e+02
5.807714264023479700e+01,4.054769476947694784e+02
2.879700410147738694e+02,4.054788478847884790e+02
3.343158517236935268e+01,4.054807480748074795e+02
5.623519702337920307e+02,4.054826482648264800e+02
1.525307785971804542e+01,4.054845484548454806e+02
-3.961042812364318433e+00,4.054864486448644811e+02
2.740888605154001993e+02,4.054883488348834817e+02
3.494965169861094409e+02,4.054902490249024822e+02
-2.540230795895856204e+02,4.054921492149214828e+02
-8.310547343238818030e+01,4.054940494049404833e+02
2.694139572731895669e+02,4.054959495949594839e+02
-3.045595423005411817e+02,4.054978497849784844e+02
-2.711822297907516486e+02,4.054997499749974850e+02
5.190077806124193671e+01,4.055016501650164855e+02
-5.077711607962168046e+02,4.055035503550354861e+02
2.597275932701776924e+02,4.055054505450544866e+02
-1.290034415663547307e+01,4.055073507350734872e+02
2.495371902711487451e+02,4.055092509250924877e+02
-9.608447898212010330e+01,4.055111511151114883e+02
-1.041544871907688616e+02,4.055130513051304888e+02
-4.139009494925390413e+02,4.055149514951494893e+02
4.188316187880611778e+02,4.055168516851684899e+02
3.568493933935370066e+00,4.055187518751874904e+02
4.560554632293186614e+02,4.055206520652065478e+02
2.979178119166233500e+02,4.055225522552255484e+02
-2.916088288767671202e+02,4.055244524452445489e+02
-3.165961864563304573e+01,4.055263526352635495e+02
1.606652624268485567e+02,4.055282528252825500e+02
1.053923013611859687e+03,4.055301530153015506e+02
3.739417308069599244e+02,4.055320532053205511e+02
1.349213042021220303e+02,4.055339533953395517e+02
2.402582776111098042e+02,4.055358535853585522e+02
-7.856128414800295445e+00,4.055377537753775528e+02
-3.494897723766483182e+02,4.055396539653965533e+02
-3.495428841165702920e+02,4.055415541554155539e+02
7.139247612412236776e+01,4.055434543454345544e+02
3.005043392662485076e+02,4.055453545354535549e+02
1.810397364731196035e+02,4.055472547254725555e+02
1.212185980582925140e+02,4.055491549154915560e+02
8.736409572484531338e+01,4.055510551055105566e+02
-3.270148757397958548e+02,4.055529552955295571e+02
8.285348472450527879e+01,4.055548554855485577e+02
1.332084905621014457e+02,4.055567556755675582e+02
1.948750868640751435e+02,4.055586558655865588e+02
-2.476500389155446058e+01,4.055605560556055593e+02
3.789802359483876444e+02,4.055624562456245599e+02
4.392286569500059272e+02,4.055643564356435604e+02
4.989554924367150335e+01,4.055662566256625610e+02
5.448578738118504106e+01,4.055681568156815615e+02
-4.471741489584412932e+01,4.055700570057005621e+02
2.225507074668726659e+02,4.055719571957195626e+02
2.224862500484778138e+02,4.055738573857385632e+02
-2.528108118843418879e+02,4.055757575757575637e+02
4.104221197222859132e+02,4.055776577657765642e+02
1.056616558848357812e+02,4.055795579557955648e+02
1.696160148744103822e+02,4.055814581458145653e+02
1.873191607164453103e+02,4.055833583358335659e+02
-1.955374917710211662e+02,4.055852585258525664e+02
-2.239793582880769804e+02,4.055871587158715670e+02
-2.976025907511841524e+02,4.055890589058905675e+02
4.784479048803377736e+02,4.055909590959095681e+02
-2.329222189615582863e+02,4.055928592859285686e+02
-3.171162256636836041e+00,4.055947594759475692e+02
1.757483810930704919e+02,4.055966596659665697e+02
1.414840769217211118e+02,4.055985598559855703e+02
9.081981518300086975e+01,4.056004600460046277e+02
-2.680186503865550094e+02,4.056023602360236282e+02
9.303634002727363850e+01,4.056042604260426288e+02
6.123838411963731687e+01,4.056061606160616293e+02
1.587643368470427561e+02,4.056080608060806298e+02
-1.436316094052028234e+02,4.056099609960996304e+02
-2.933070927685799916e+02,4.056118611861186309e+02
3.555173332348414306e+01,4.056137613761376315e+02
-2.466207650930395801e+02,4.056156615661566320e+02
1.566576817592945758e+02,4.056175617561756326e+02
-4.128392075126924965e+02,4.056194619461946331e+02
4.435711471165476496e+02,4.056213621362136337e+02
6.594131903987679379e+02,4.056232623262326342e+02
-5.168695157572403787e+02,4.056251625162516348e+02
3.964917460085318339e+02,4.056270627062706353e+02
1.711506454704878593e+02,4.056289628962896359e+02
-3.804679053466985295e+01,4.056308630863086364e+02
-9.212606344456841612e+01,4.056327632763276370e+02
4.916607520138810514e+02,4.056346634663466375e+02
-4.107665487392259820e+02,4.056365636563656381e+02
9.034959382816675770e+02,4.056384638463846386e+02
2.894854480386352336e+01,4.056403640364036391e+02
5.639846954477473417e+01,4.056422642264226397e+02
2.698251432627798181e+02,4.056441644164416402e+02
-1.149775059681112310e+02,4.056460646064606408e+02
-2.532505490278610409e+02,4.056479647964796413e+02
1.123314748650982864e+02,4.056498649864986419e+02
-1.642756162365240300e+02,4.056517651765176424e+02
7.493987431155956358e+01,4.056536653665366430e+02
3.171086136604507715e+02,4.056555655565556435e+02
5.831437688776074992e+02,4.056574657465746441e+02
-2.334902653565561366e+02,4.056593659365936446e+02
2.870684052530612007e+02,4.056612661266126452e+02
1.175336645041481987e+01,4.056631663166316457e+02
-1.636061090634196376e+02,4.056650665066506463e+02
-1.253499147142176753e+02,4.056669666966696468e+02
3.147066020865105997e+02,4.056688668866886474e+02
2.446441940492770186e+02,4.056707670767076479e+02
-2.795669485239554319e+02,4.056726672667266484e+02
-1.534356067216462520e+02,4.056745674567456490e+02
-2.470169821223066720e+02,4.056764676467646495e+02
2.542056501983739167e+02,4.056783678367836501e+02
9.124318742717028385e+01,4.056802680268027075e+02
1.817282351620168015e+02,4.056821682168217080e+02
-7.329193140322432782e+02,4.056840684068407086e+02
-1.718543159464516634e+02,4.056859685968597091e+02
-2.851035010675366834e+02,4.056878687868787097e+02
3.525369178670148926e+02,4.056897689768977102e+02
-1.798970291467252594e+02,4.056916691669167108e+02
2.910740185523038122e+02,4.056935693569357113e+02
8.508721128391186994e+01,4.056954695469547119e+02
3.224807842835792258e+02,4.056973697369737124e+02
-1.302525482951295110e+01,4.056992699269927130e+02
3.929310198916043078e+02,4.057011701170117135e+02
3.205839150770259494e+01,4.057030703070307140e+02
-4.326796139248546069e+01,4.057049704970497146e+02
-1.641172545249878851e+02,4.057068706870687151e+02
4.333079760096397877e+02,4.057087708770877157e+02
-2.569366811520795864e+02,4.057106710671067162e+02
1.725696761446784819e+02,4.057125712571257168e+02
5.686312992658822623e+02,4.057144714471447173e+02
3.012847035012825927e+02,4.057163716371637179e+02
9.512529639287295424e+01,4.057182718271827184e+02
2.190442796384651558e+02,4.057201720172017190e+02
-4.667708313639636799e+02,4.057220722072207195e+02
1.853479731933517982e+01,4.057239723972397201e+02
-2.035846463915289348e+02,4.057258725872587206e+02
3.893831545138424985e+02,4.057277727772777212e+02
-3.124454197827265034e+02,4.057296729672967217e+02
9.199099002675806958e+01,4.057315731573157223e+02
6.406898547988522985e+00,4.057334733473347228e+02
6.926467772728524608e+01,4.057353735373537233e+02
-1.015854326152388296e+02,4.057372737273727239e+02
9.014192342689764814e+01,4.057391739173917244e+02
-3.421680165514672467e+02,4.057410741074107250e+02
-2.854826546422648335e+02,4.057429742974297255e+02
-3.391466654971480352e+02,4.057448744874487261e+02
2.075520117145086090e+02,4.057467746774677266e+02
-3.034292158265256489e+02,4.057486748674867272e+02
-6.143863678632242227e+02,4.057505750575057277e+02
-1.860751924277450939e+02,4.057524752475247283e+02
6.355620002486720921e+01,4.057543754375437288e+02
-5.665003667791604585e+02,4.057562756275627294e+02
-6.400728769752723224e+01,4.057581758175817299e+02
-3.706413787541227833e+01,4.057600760076007873e+02
2.323686208126500503e+02,4.057619761976197879e+02
6.514383048984784637e+02,4.057638763876387884e+02
-3.419555994481684706e+02,4.057657765776577889e+02
-1.549826554141667998e+02,4.057676767676767895e+02
-5.978164349799196771e+02,4.057695769576957900e+02
2.724670270162052930e+02,4.057714771477147906e+02
-4.593122010370100838e+01,4.057733773377337911e+02
-1.779490755884649218e+02,4.057752775277527917e+02
3.581368539175288674e+02,4.057771777177717922e+02
-1.029896006745006503e+02,4.057790779077907928e+02
-8.993723627153067923e+01,4.057809780978097933e+02
3.437337869217564048e+02,4.057828782878287939e+02
3.959264876293132716e+02,4.057847784778477944e+02
7.549493023290349356e+02,4.057866786678667950e+02
3.223455753122089504e+02,4.057885788578857955e+02
-1.960045576256646314e+02,4.057904790479047961e+02
-6.148064556433131429e+02,4.057923792379237966e+02
-1.951310038679215779e+02,4.057942794279427972e+02
1.998073707826399925e+02,4.057961796179617977e+02
4.807223870986890688e+02,4.057980798079807983e+02
-1.488489087562199131e+02,4.057999799979997988e+02
7.566168383199061509e+01,4.058018801880187993e+02
3.884851288464775507e+02,4.058037803780377999e+02
1.796010568005822279e+02,4.058056805680568004e+02
6.196550162902748298e+02,4.058075807580758010e+02
3.960911029779919659e+02,4.058094809480948015e+02
-4.587902463857187172e+02,4.058113811381138021e+02
-2.173671914120240274e+02,4.058132813281328026e+02
-4.583556424334705071e+02,4.058151815181518032e+02
-7.237020157906337090e+02,4.058170817081708037e+02
2.425224401966814014e+02,4.058189818981898043e+02
3.649221834427137878e+02,4.058208820882088048e+02
9.183398385442608003e+00,4.058227822782278054e+02
2.418255816258298694e+02,4.058246824682468059e+02
-1.406913636805408601e+02,4.058265826582658065e+02
2.709169257913146680e+02,4.058284828482848070e+02
1.278185549750560455e+02,4.058303830383038076e+02
-8.565039869072762713e+01,4.058322832283228081e+02
4.174871048190944407e+02,4.058341834183418086e+02
7.935609957299693917e+01,4.058360836083608092e+02
3.203601371489970688e+02,4.058379837983798097e+02
-1.882604928801831932e+02,4.058398839883988671e+02
-4.955892852971251727e+02,4.058417841784178677e+02
-7.251493687419561240e+01,4.058436843684368682e+02
4.244467422810326411e+02,4.058455845584558688e+02
1.300580942517524932e+02,4.058474847484748693e+02
1.373270206352729303e+02,4.058493849384938699e+02
-2.154617693689790769e+02,4.058512851285128704e+02
-1.559252885606582879e+02,4.058531853185318710e+02
4.994027789230336367e+01,4.058550855085508715e+02
4.992985216412035925e+02,4.058569856985698721e+02
1.824942505527155561e+02,4.058588858885888726e+02
-2.681501167170470126e+02,4.058607860786078732e+02
-1.367819465059151298e+02,4.058626862686268737e+02
2.135829602087537467e+02,4.058645864586458742e+02
-2.262292431246570743e+02,4.058664866486648748e+02
-2.687925516724930617e+02,4.058683868386838753e+02
-2.068106849333593971e+02,4.058702870287028759e+02
-3.580949481268759769e+02,4.058721872187218764e+02
2.052068745992762189e+01,4.058740874087408770e+02
5.155993529067133068e+02,4.058759875987598775e+02
-2.042122636666514097e+02,4.058778877887788781e+02
2.348674999484295824e+02,4.058797879787978786e+02
-1.229859233572573487e+02,4.058816881688168792e+02
1.091419778377467225e+02,4.058835883588358797e+02
2.007214696616915148e+02,4.058854885488548803e+02
1.377266482526141722e+01,4.058873887388738808e+02
1.320904918940024118e+02,4.058892889288928814e+02
-2.949687382825138684e+02,4.058911891189118819e+02
-2.496712038757407015e+01,4.058930893089308825e+02
-2.411402895667823429e+02,4.058949894989498830e+02
2.471983188322281819e+02,4.058968896889688835e+02
1.104136368002858291e+02,4.058987898789878841e+02
-4.186812155436614376e+02,4.059006900690068846e+02
-1.640272279839557825e+02,4.059025902590258852e+02
-1.601045169945292912e+02,4.059044904490448857e+02
1.307397932034909047e+02,4.059063906390638863e+02
1.345129927417655438e+02,4.059082908290828868e+02
1.585936420853645927e+02,4.059101910191018874e+02
-6.587268862674302454e+02,4.059120912091208879e+02
-1.846686185725559994e+02,4.059139913991398885e+02
-1.028785153716420382e+02,4.059158915891588890e+02
4.542617689081325807e+02,4.059177917791778896e+02
-5.120227583342654043e+02,4.059196919691969470e+02
-2.420858033993934910e+01,4.059215921592159475e+02
1.347650195150110619e+02,4.059234923492349481e+02
7.995639231462159557e+01,4.059253925392539486e+02
2.774583891894494627e+02,4.059272927292729491e+02
-1.936056240362033165e+01,4.059291929192919497e+02
-1.350194296950398325e+02,4.059310931093109502e+02
-4.580276906720657593e+01,4.059329932993299508e+02
-3.032812854229821369e+02,4.059348934893489513e+02
-1.751799960439109682e+01,4.059367936793679519e+02
-7.942243229480549189e+02,4.059386938693869524e+02
-1.284435817395246033e+02,4.059405940594059530e+02
-3.717983874862840565e+01,4.059424942494249535e+02
6.526109434089127035e+02,4.059443944394439541e+02
3.900888696368207889e+02,4.059462946294629546e+02
4.008251888888061387e+01,4.059481948194819552e+02
-1.545965323112941121e+02,4.059500950095009557e+02
-3.478298647542611661e+02,4.059519951995199563e+02
-2.094010193998310569e+02,4.059538953895389568e+02
-1.258223125812622385e+02,4.059557955795579574e+02
1.980924600269159441e+02,4.059576957695769579e+02
3.475736437502495733e+02,4.059595959595959584e+02
1.186642860473990453e+02,4.059614961496149590e+02
2.300780215374822149e+02,4.059633963396339595e+02
-7.353936346236233135e+01,4.059652965296529601e+02
-4.075025939188315078e+02,4.059671967196719606e+02
1.395561613305908963e+02,4.059690969096909612e+02
-1.643016407371164291e+02,4.059709970997099617e+02
3.429604366657551964e+02,4.059728972897289623e+02
1.951965775752911725e+02,4.059747974797479628e+02
3.837071262667490146e+02,4.059766976697669634e+02
-1.598057225885621335e+02,4.059785978597859639e+02
1.118798471300086703e+02,4.059804980498049645e+02
-2.687742541806014742e+02,4.059823982398239650e+02
2.526160087440435404e+02,4.059842984298429656e+02
1.551168945157203609e+02,4.059861986198619661e+02
-3.635756157536654598e+01,4.059880988098809667e+02
3.664316817962780988e+02,4.059899989998999672e+02
1.600939233759502542e+02,4.059918991899189677e+02
-1.359989988277049022e+01,4.059937993799379683e+02
-8.813072584732788073e+02,4.059956995699569688e+02
-5.432672338136899981e+01,4.059975997599759694e+02
3.266900119112740981e+02,4.059994999499950268e+02
-1.551797567027893479e+02,4.060014001400140273e+02
-4.480548812130902547e+01,4.060033003300330279e+02
1.938971609749105696e+01,4.060052005200520284e+02
-4.470011262631780937e+02,4.060071007100710290e+02
5.070427409865235973e+02,4.060090009000900295e+02
2.354474997794095543e+02,4.060109010901090301e+02
-1.929316280747682555e+01,4.060128012801280306e+02
5.499235899326290564e+02,4.060147014701470312e+02
-2.110704185540551805e+02,4.060166016601660317e+02
2.972406770912476190e+02,4.060185018501850323e+02
9.477851540590779678e+01,4.060204020402040328e+02
5.827714685929191774e+01,4.060223022302230333e+02
2.559272214881366665e+02,4.060242024202420339e+02
4.674414123648941768e+02,4.060261026102610344e+02
6.381916631856473998e+01,4.060280028002800350e+02
-4.407252568296913182e+02,4.060299029902990355e+02
3.630077195375082511e+02,4.060318031803180361e+02
-6.278559747515284073e+01,4.060337033703370366e+02
2.304458481358266297e+01,4.060356035603560372e+02
-5.125413048632204891e+02,4.060375037503750377e+02
2.056107535070287327e+02,4.060394039403940383e+02
-1.504121407240798476e+02,4.060413041304130388e+02
8.028188273189782365e+01,4.060432043204320394e+02
-5.593003060168960019e+02,4.060451045104510399e+02
-1.757174568867546043e+02,4.060470047004700405e+02
-4.140669042328961496e+02,4.060489048904890410e+02
6.641348767435621312e+02,4.060508050805080416e+02
9.353089077796433060e+01,4.060527052705270421e+02
-4.752644482384103526e+02,4.060546054605460427e+02
2.353274079242438575e+02,4.060565056505650432e+02
-3.991060517611747969e+02,4.060584058405840437e+02
5.241427158534573891e+02,4.060603060306030443e+02
2.707543194736301757e+02,4.060622062206220448e+02
-8.211642419101056589e+01,4.060641064106410454e+02
7.522309467629941082e+01,4.060660066006600459e+02
-1.558596973213166450e+02,4.060679067906790465e+02
-3.334713856552821909e+01,4.060698069806980470e+02
4.935816565796436635e+02,4.060717071707170476e+02
-1.496048541830413683e+02,4.060736073607360481e+02
-1.522417358619090635e+02,4.060755075507550487e+02
-3.851932546522930778e+01,4.060774077407740492e+02
1.083782452015220628e+02,4.060793079307931066e+02
-3.034406668219586436e+02,4.060812081208121072e+02
-1.763979039131870081e+02,4.060831083108311077e+02
